;ID1;Source;ID;Year;Length;Type_length;Weight;Type_of_weight;age;Prob.East.;GEAR;BFT_Area;Month;quarter;Method
6589;3469;GBYP;NRIF-CA-L-864;2013;213;SFL;177.48;TW;NA;0.454;LL;W_ATL;9;3;Otolith Chemistry
6590;3470;GBYP;NRIF-CA-L-873;2013;215;SFL;192.56;TW;NA;0.846;LL;W_ATL;9;3;Otolith Chemistry
6591;3471;GBYP;NRIF-CA-L-915;2013;212;SFL;201.84;TW;NA;0;LL;W_ATL;8;3;Otolith Chemistry
6592;3472;GBYP;NRIF-CA-L-916;2013;213;SFL;193.72;TW;NA;0.008;LL;W_ATL;8;3;Otolith Chemistry
6593;3473;GBYP;NRIF-CA-L-918;2013;242;SFL;288.84;TW;NA;0.002;LL;W_ATL;8;3;Otolith Chemistry
6594;3474;GBYP;NRIF-CA-L-919;2013;222;SFL;211.12;TW;NA;0.002;LL;W_ATL;8;3;Otolith Chemistry
6595;3475;GBYP;NRIF-CA-L-920;2013;182;SFL;116;TW;NA;0.404;LL;W_ATL;8;3;Genetics
6596;3476;GBYP;NRIF-CA-L-921;2013;208;SFL;170.52;TW;NA;0.464;LL;W_ATL;8;3;Otolith Chemistry
6597;3477;GBYP;NRIF-CA-L-923;2013;225;SFL;219.24;TW;NA;0.309;LL;W_ATL;8;3;Otolith Chemistry
6598;3478;GBYP;NRIF-CA-L-925;2013;223;SFL;242.44;TW;NA;0;LL;W_ATL;8;3;Otolith Chemistry
6599;3479;GBYP;NRIF-CA-L-926;2013;177;SFL;110.2;TW;NA;0.857;LL;W_ATL;8;3;Otolith Chemistry
6600;3480;GBYP;NRIF-CA-L-927;2013;177;SFL;106.72;TW;NA;0.983;LL;W_ATL;8;3;Otolith Chemistry
6601;3481;GBYP;NRIF-CA-L-928;2013;184;SFL;110.2;TW;NA;0.714;LL;W_ATL;8;3;Otolith Chemistry
6602;3482;GBYP;NRIF-CA-L-929;2013;210;SFL;139.2;TW;NA;0.536;LL;W_ATL;8;3;Otolith Chemistry
6603;3483;GBYP;NRIF-CA-L-930;2013;226;SFL;193.72;TW;NA;0.557;LL;W_ATL;8;3;Genetics
6604;3484;GBYP;NRIF-CA-L-931;2013;219;SFL;177.48;TW;NA;0.614;LL;W_ATL;8;3;Otolith Chemistry
6605;3485;GBYP;NRIF-CA-L-932;2013;222;SFL;149.64;TW;NA;0.845;LL;W_ATL;8;3;Otolith Chemistry
6606;3486;GBYP;NRIF-CA-L-933;2013;209;SFL;201.84;TW;NA;0.022;LL;W_ATL;8;3;Otolith Chemistry
6607;3487;GBYP;NRIF-CA-L-935;2013;230;SFL;222.72;TW;NA;0.439;LL;W_ATL;8;3;Otolith Chemistry
6608;3488;GBYP;NRIF-CA-L-937;2013;225;SFL;169.36;TW;NA;0.748;LL;W_ATL;8;3;Otolith Chemistry
6609;3489;GBYP;NRIF-CA-L-939;2013;181;SFL;114.84;TW;NA;0.798;LL;W_ATL;8;3;Otolith Chemistry
6610;3490;GBYP;NRIF-CA-L-941;2013;243;SFL;254.04;TW;NA;0.626;LL;W_ATL;9;3;Otolith Chemistry
6611;3491;GBYP;NRIF-CA-L-942;2013;215;SFL;153.12;TW;NA;0.799;LL;W_ATL;9;3;Otolith Chemistry
6612;3492;GBYP;NRIF-CA-L-943;2013;236;SFL;248.24;TW;NA;0.293;LL;W_ATL;9;3;Otolith Chemistry
6613;3493;GBYP;NRIF-CA-L-945;2013;207;SFL;180.96;TW;NA;0.001;LL;W_ATL;9;3;Otolith Chemistry
6614;3494;GBYP;NRIF-CA-L-946;2013;203;SFL;153.12;TW;NA;0.687;LL;W_ATL;9;3;Otolith Chemistry
6615;3495;GBYP;NRIF-CA-L-948;2013;203;SFL;121.8;TW;NA;0.177;LL;W_ATL;9;3;Otolith Chemistry
6616;3496;GBYP;NRIF-CA-L-952;2013;217;SFL;165.88;TW;NA;0.265;LL;W_ATL;9;3;Otolith Chemistry
6617;3497;GBYP;NRIF-CA-L-954;2013;224;SFL;220.4;TW;NA;0;LL;W_ATL;9;3;Otolith Chemistry
6618;3498;GBYP;NRIF-CA-L-955;2013;217;SFL;193.72;TW;NA;0.952;LL;W_ATL;9;3;Otolith Chemistry
6619;3499;GBYP;NRIF-CA-L-958;2013;226;SFL;222.72;TW;NA;0;LL;W_ATL;9;3;Otolith Chemistry
6620;3500;GBYP;NRIF-CA-L-960;2013;228;SFL;220.4;TW;NA;0.002;LL;W_ATL;9;3;Otolith Chemistry
6621;3501;GBYP;NRIF-CA-L-961;2013;205;SFL;164.72;TW;NA;0.355;LL;W_ATL;9;3;Otolith Chemistry
6622;3502;GBYP;NRIF-CA-L-962;2013;213;SFL;180.96;TW;NA;0.895;LL;W_ATL;9;3;Otolith Chemistry
6623;3503;GBYP;NRIF-CA-L-964;2013;204;SFL;128.76;TW;NA;0.186;LL;W_ATL;9;3;Otolith Chemistry
6624;3504;GBYP;NRIF-CA-L-965;2013;221;SFL;186.76;TW;NA;0.939;LL;W_ATL;9;3;Otolith Chemistry
6625;3505;GBYP;NRIF-CA-L-966;2013;222;SFL;213.44;TW;NA;0.085;LL;W_ATL;9;3;Otolith Chemistry
6626;3506;GBYP;NRIF-CA-L-967;2013;235;SFL;259.84;TW;NA;0.005;LL;W_ATL;9;3;Otolith Chemistry
6627;3507;GBYP;NRIF-CA-L-969;2013;225;SFL;205.32;TW;NA;0.665;LL;W_ATL;9;3;Otolith Chemistry
6628;3508;GBYP;NRIF-CA-L-970;2013;211;SFL;194.88;TW;NA;0.852;LL;W_ATL;9;3;Otolith Chemistry
6629;3509;GBYP;NRIF-CA-L-973;2013;240;SFL;263.32;TW;NA;0.704;LL;W_ATL;9;3;Otolith Chemistry
6630;3510;GBYP;NRIF-CA-L-975;2013;217;SFL;176.32;TW;NA;0.465;LL;W_ATL;9;3;Genetics
6631;3511;GBYP;NRIF-CA-L-982;2013;225;SFL;220.4;TW;NA;0;LL;W_ATL;9;3;Otolith Chemistry
6632;3512;GBYP;NRIF-CA-L-983;2013;230;SFL;218.08;TW;NA;0.874;LL;W_ATL;9;3;Otolith Chemistry
6633;3513;GBYP;NRIF-CA-L-984;2013;218;SFL;187.92;TW;NA;0.95;LL;W_ATL;9;3;Otolith Chemistry
6634;3514;GBYP;NRIF-CA-L-985;2013;215;SFL;175.16;TW;NA;0.842;LL;W_ATL;9;3;Otolith Chemistry
6635;3515;GBYP;NRIF-CA-L-986;2013;217;SFL;204.16;TW;NA;0;LL;W_ATL;9;3;Otolith Chemistry
6636;3516;GBYP;NRIF-CA-L-987;2013;245;SFL;278.4;TW;NA;0.051;LL;W_ATL;9;3;Otolith Chemistry
6637;3517;GBYP;NRIF-CA-L-988;2013;242;SFL;280.72;TW;NA;0;LL;W_ATL;9;3;Otolith Chemistry
6638;3518;GBYP;NRIF-CA-L-989;2013;228;SFL;236.64;TW;NA;0.816;LL;W_ATL;9;3;Otolith Chemistry
6639;3519;GBYP;NRIF-CA-L-990;2013;236;SFL;264.48;TW;NA;0.016;LL;W_ATL;9;3;Otolith Chemistry
6640;3520;GBYP;NRIF-CA-L-991;2013;210;SFL;169.36;TW;NA;0.165;LL;W_ATL;9;3;Otolith Chemistry
6641;3521;GBYP;NRIF-CA-L-994;2013;205;SFL;169.36;TW;NA;0.375;LL;NE_ATL;10;4;Otolith Chemistry
6642;3522;GBYP;NRIF-CA-L-996;2013;204;SFL;169.36;TW;NA;0.001;LL;NE_ATL;10;4;Otolith Chemistry
6643;3523;GBYP;NRIF-CA-L-998;2013;209;SFL;157.76;TW;NA;0.011;LL;NE_ATL;10;4;Otolith Chemistry
6644;3524;GBYP;NRIF-CA-L-999;2013;193;SFL;141.52;TW;NA;0.545;LL;NE_ATL;10;4;Otolith Chemistry
6645;3525;GBYP;NRIF-CA-L-1000;2013;184;SFL;127.6;TW;NA;0.079;LL;NE_ATL;10;4;Otolith Chemistry
6646;3526;GBYP;NRIF-CA-L-1002;2013;210;SFL;165.88;TW;NA;0.334;LL;NE_ATL;10;4;Otolith Chemistry
6647;3527;GBYP;NRIF-CA-L-1004;2013;207;SFL;176.32;TW;NA;0.072;LL;NE_ATL;10;4;Otolith Chemistry
6648;3528;GBYP;NRIF-CA-L-1005;2013;212;SFL;197.2;TW;NA;0.072;LL;NE_ATL;10;4;Otolith Chemistry
6649;3529;GBYP;NRIF-CA-L-1006;2013;213;SFL;168.2;TW;NA;0.098;LL;NE_ATL;10;4;Otolith Chemistry
6650;3530;GBYP;NRIF-CA-L-1011;2013;180;SFL;127.6;TW;NA;0.548;LL;NE_ATL;10;4;Otolith Chemistry
6651;3531;GBYP;NRIF-CA-L-1012;2013;215;SFL;185.6;TW;NA;0.379;LL;NE_ATL;10;4;Otolith Chemistry
6652;3532;GBYP;NRIF-CA-L-1019;2013;188;SFL;133.4;TW;NA;0.269;LL;NE_ATL;11;4;Otolith Chemistry
6653;3533;GBYP;NRIF-CA-L-1020;2013;186;SFL;121.8;TW;NA;0.058;LL;NE_ATL;11;4;Otolith Chemistry
6654;3534;GBYP;NRIF-CA-L-1022;2013;186;SFL;127.6;TW;NA;0.875;LL;NE_ATL;11;4;Otolith Chemistry
6655;3535;GBYP;NRIF-CA-L-1023;2013;214;SFL;185.6;TW;NA;0.216;LL;NE_ATL;11;4;Otolith Chemistry
6656;3536;GBYP;NRIF-CA-L-1024;2013;228;SFL;197.2;TW;NA;0.845;LL;NE_ATL;11;4;Otolith Chemistry
6657;3537;GBYP;NRIF-CA-L-1026;2013;207;SFL;177.48;TW;NA;0.335;LL;NE_ATL;11;4;Otolith Chemistry
6658;3538;GBYP;NRIF-CA-L-1027;2013;215;SFL;191.4;TW;NA;0.091;LL;NE_ATL;11;4;Otolith Chemistry
6659;3539;GBYP;NRIF-CA-L-1028;2013;194;SFL;133.4;TW;NA;0.496;LL;NE_ATL;11;4;Genetics
6660;3540;GBYP;NRIF-CA-L-1029;2013;181;SFL;121.8;TW;NA;0.853;LL;NE_ATL;11;4;Otolith Chemistry
6661;3541;GBYP;NRIF-CA-L-1030;2013;201;SFL;162.4;TW;NA;0.063;LL;NE_ATL;11;4;Otolith Chemistry
6662;3542;GBYP;NRIF-CA-L-1031;2013;207;SFL;179.8;TW;NA;0.713;LL;NE_ATL;11;4;Otolith Chemistry
6663;3543;GBYP;NRIF-CA-L-1032;2013;199;SFL;156.6;TW;NA;0.569;LL;NE_ATL;11;4;Genetics
6664;3544;GBYP;NRIF-CA-L-1033;2013;220;SFL;214.6;TW;NA;0.844;LL;NE_ATL;11;4;Otolith Chemistry
6665;3545;GBYP;NRIF-CA-L-1034;2013;200;SFL;145;TW;NA;0.977;LL;NE_ATL;11;4;Otolith Chemistry
6666;3546;GBYP;NRIF-CA-L-1035;2013;187;SFL;127.6;TW;NA;0.738;LL;NE_ATL;11;4;Otolith Chemistry
6667;3547;GBYP;NRIF-CA-L-1036;2013;220;SFL;203;TW;NA;0.277;LL;NE_ATL;11;4;Otolith Chemistry
6668;3548;GBYP;NRIF-CA-L-1037;2013;202;SFL;162.4;TW;NA;0.409;LL;NE_ATL;11;4;Otolith Chemistry
6669;3549;GBYP;NRIF-CA-L-1038;2013;207;SFL;156.6;TW;NA;0.158;LL;NE_ATL;11;4;Otolith Chemistry
6670;3550;GBYP;NRIF-CA-L-1042;2013;219;SFL;199.52;TW;NA;0.573;LL;NE_ATL;10;4;Genetics
6671;3551;GBYP;NRIF-CA-L-1043;2013;180;SFL;113.68;TW;NA;0.821;LL;NE_ATL;10;4;Otolith Chemistry
6672;3552;GBYP;NRIF-CA-L-1044;2013;212;SFL;174;TW;NA;0.721;LL;NE_ATL;10;4;Otolith Chemistry
6673;3553;GBYP;NRIF-CA-L-1048;2013;230;SFL;214.6;TW;NA;0.783;LL;NE_ATL;10;4;Otolith Chemistry
6674;3554;GBYP;NRIF-CA-L-1049;2013;210;SFL;174;TW;NA;0.886;LL;NE_ATL;10;4;Otolith Chemistry
6675;3555;GBYP;NRIF-CA-L-1050;2013;210;SFL;187.92;TW;NA;0.922;LL;NE_ATL;10;4;Otolith Chemistry
6676;3556;GBYP;NRIF-CA-L-1051;2013;187;SFL;132.24;TW;NA;0.902;LL;NE_ATL;10;4;Otolith Chemistry
6677;3557;GBYP;NRIF-CA-L-1053;2013;182;SFL;112.52;TW;NA;0.642;LL;NE_ATL;10;4;Otolith Chemistry
6678;3558;GBYP;NRIF-CA-L-1055;2013;208;SFL;174;TW;NA;0.296;LL;NE_ATL;10;4;Otolith Chemistry
6679;3559;GBYP;NRIF-CA-L-1057;2013;192;SFL;138.04;TW;NA;0.74;LL;NE_ATL;10;4;Otolith Chemistry
6680;3560;GBYP;NRIF-CA-L-1058;2013;207;SFL;183.28;TW;NA;0.502;LL;NE_ATL;10;4;Genetics
6681;3561;GBYP;NRIF-CA-L-1059;2013;186;SFL;129.92;TW;NA;0.606;LL;NE_ATL;10;4;Otolith Chemistry
6682;3562;GBYP;NRIF-CA-L-1062;2013;191;SFL;122.96;TW;NA;0.955;LL;NE_ATL;10;4;Otolith Chemistry
6683;3563;GBYP;NRIF-CA-L-1064;2013;208;SFL;182.12;TW;NA;0.085;LL;NE_ATL;10;4;Otolith Chemistry
6684;3564;GBYP;NRIF-CA-L-1065;2013;210;SFL;170.52;TW;NA;0.924;LL;NE_ATL;10;4;Otolith Chemistry
6685;3565;GBYP;NRIF-CA-L-1068;2013;188;SFL;139.2;TW;NA;0.804;LL;NE_ATL;10;4;Otolith Chemistry
6686;3566;GBYP;NRIF-CA-L-1070;2013;212;SFL;178.64;TW;NA;0.728;LL;NE_ATL;10;4;Otolith Chemistry
6687;3567;GBYP;NRIF-CA-L-1071;2013;187;SFL;134.56;TW;NA;0.872;LL;NE_ATL;10;4;Otolith Chemistry
6688;3568;GBYP;NRIF-CA-L-1075;2013;220;SFL;185.6;TW;NA;0.873;LL;NE_ATL;10;4;Otolith Chemistry
6689;3569;GBYP;NRIF-CA-L-1096;2013;219;SFL;214.6;TW;NA;0.564;LL;NE_ATL;11;4;Genetics
6690;3570;GBYP;NRIF-CA-L-1126;2013;212;SFL;163.56;TW;NA;0.194;LL;NE_ATL;10;4;Otolith Chemistry
6691;3571;GBYP;NRIF-CA-L-1127;2013;185;SFL;127.6;TW;NA;0.905;LL;NE_ATL;10;4;Otolith Chemistry
6692;3572;GBYP;NRIF-CA-L-1131;2013;181;SFL;116;TW;NA;0.3;LL;NE_ATL;10;4;Otolith Chemistry
6693;3573;GBYP;NRIF-CA-L-1132;2013;184;SFL;135.72;TW;NA;0.655;LL;NE_ATL;10;4;Otolith Chemistry
6694;3574;GBYP;NRIF-CA-L-1134;2013;182;SFL;118.32;TW;NA;0.814;LL;NE_ATL;10;4;Otolith Chemistry
6695;3575;GBYP;NRIF-CA-L-1135;2013;170;SFL;104.4;TW;NA;0.831;LL;NE_ATL;10;4;Otolith Chemistry
6696;3576;GBYP;NRIF-CA-L-1136;2013;173;SFL;110.2;TW;NA;0.211;LL;NE_ATL;10;4;Otolith Chemistry
6697;3577;GBYP;NRIF-CA-L-1137;2013;184;SFL;131.08;TW;NA;0.852;LL;NE_ATL;10;4;Otolith Chemistry
6698;3578;GBYP;NRIF-CA-L-1138;2013;198;SFL;142.68;TW;NA;0.174;LL;NE_ATL;10;4;Otolith Chemistry
6699;3579;GBYP;NRIF-CA-L-1139;2013;181;SFL;121.8;TW;NA;0.9;LL;NE_ATL;10;4;Otolith Chemistry
6700;3580;GBYP;NRIF-CA-L-1144;2013;188;SFL;128.76;TW;NA;0;LL;NE_ATL;10;4;Otolith Chemistry
6701;3581;GBYP;NRIF-CA-L-1147;2013;180;SFL;135.72;TW;NA;0.639;LL;NE_ATL;10;4;Otolith Chemistry
6702;3582;GBYP;NRIF-CA-L-1150;2013;168;SFL;112.52;TW;NA;0.444;LL;NE_ATL;10;4;Otolith Chemistry
6703;3583;GBYP;NRIF-CA-L-1154;2013;186;SFL;136.88;TW;NA;0.648;LL;NE_ATL;10;4;Otolith Chemistry
6704;3584;GBYP;NRIF-CA-L-1156;2013;180;SFL;117.16;TW;NA;0.81;LL;NE_ATL;10;4;Otolith Chemistry
6705;3585;GBYP;NRIF-CA-L-1159;2013;193;SFL;153.12;TW;NA;0.148;LL;NE_ATL;10;4;Otolith Chemistry
6706;3586;GBYP;UNIB-AS-J-1;2011;120.33;SFL;25.312;TW;5;0.805;LL;W_MED;7;3;Otolith Chemistry
6707;3587;GBYP;UNIB-AS-J-2;2011;114.6;SFL;23.73;TW;3;0.917;LL;W_MED;7;3;Otolith Chemistry
6708;3588;GBYP;UNIB-AS-J-3;2011;120.33;SFL;28.25;TW;4;0.555;LL;W_MED;7;3;Otolith Chemistry
6709;3589;GBYP;UNIB-AS-J-4;2011;127.015;SFL;35.03;TW;5;0.801;LL;W_MED;7;3;Otolith Chemistry
6710;3590;GBYP;UNIB-AS-J-5;2011;121.285;SFL;27.911;TW;4;0.794;LL;W_MED;7;3;Otolith Chemistry
6711;3591;GBYP;UNIB-AS-J-6;2011;122.24;SFL;26.442;TW;4;0.645;LL;W_MED;7;3;Otolith Chemistry
6712;3592;GBYP;UNIB-AS-J-7;2011;121.285;SFL;27.346;TW;4;0.739;LL;W_MED;7;3;Otolith Chemistry
6713;3593;GBYP;UNIB-AS-J-8;2011;122.24;SFL;28.024;TW;5;0.974741;LL;W_MED;7;3;Genetics
6714;3594;GBYP;UNIB-AS-J-9;2011;116.51;SFL;25.538;TW;4;0.507;LL;W_MED;7;3;Otolith Chemistry
6715;3595;GBYP;UNIB-AS-J-10;2011;122.24;SFL;26.216;TW;4;0.858;LL;W_MED;7;3;Otolith Chemistry
6716;3596;GBYP;UNIB-AS-J-11;2011;114.6;SFL;23.73;TW;4;0.749;LL;W_MED;8;3;Otolith Chemistry
6717;3597;GBYP;UNIB-AS-J-12;2011;114.6;SFL;24.86;TW;4;0.419;LL;W_MED;8;3;Otolith Chemistry
6718;3598;GBYP;UNIB-AS-J-13;2011;113.645;SFL;22.6;TW;4;0.553;LL;W_MED;8;3;Otolith Chemistry
6719;3599;GBYP;UNIB-AS-J-14;2011;118.42;SFL;23.73;TW;4;0.348;LL;W_MED;8;3;Otolith Chemistry
6720;3600;GBYP;UNIB-AS-J-15;2011;116.51;SFL;25.425;TW;4;0.724;LL;W_MED;8;3;Otolith Chemistry
6721;3601;GBYP;UNIB-AS-J-16;2011;110.78;SFL;23.73;TW;4;0.629;LL;W_MED;8;3;Otolith Chemistry
6722;3602;GBYP;UNIB-AS-J-17;2011;118.42;SFL;24.86;TW;4;0.616;LL;W_MED;8;3;Otolith Chemistry
6723;3603;GBYP;UNIB-AS-J-18;2011;117.465;SFL;25.99;TW;4;0.836;LL;W_MED;8;3;Otolith Chemistry
6724;3604;GBYP;UNIB-AS-J-19;2011;119.375;SFL;25.425;TW;4;0.666;LL;W_MED;8;3;Otolith Chemistry
6725;3605;GBYP;UNIB-AS-J-20;2011;117.465;SFL;23.165;TW;5;0.803;LL;W_MED;8;3;Otolith Chemistry
6726;3606;GBYP;UNIB-AS-J-21;2011;112.69;SFL;24.86;TW;4;0.735;LL;W_MED;8;3;Otolith Chemistry
6727;3607;GBYP;UNIB-AS-J-22;2011;115.555;SFL;24.295;TW;4;0.695;LL;W_MED;8;3;Otolith Chemistry
6728;3608;GBYP;UNIB-AS-J-23;2011;118.42;SFL;25.99;TW;4;0.601;LL;W_MED;8;3;Otolith Chemistry
6729;3609;GBYP;UNIB-AS-J-24;2011;118.42;SFL;25.99;TW;5;0.798;LL;W_MED;8;3;Otolith Chemistry
6730;3610;GBYP;UNIB-AS-J-25;2011;118.42;SFL;24.86;TW;4;0.873;LL;W_MED;8;3;Otolith Chemistry
6731;3611;GBYP;UNIB-AS-J-26;2011;119.375;SFL;24.295;TW;4;0.167;LL;W_MED;8;3;Otolith Chemistry
6732;3612;GBYP;UNIB-AS-J-27;2011;116.51;SFL;25.99;TW;4;0.452;LL;W_MED;8;3;Otolith Chemistry
6733;3613;GBYP;UNIB-AS-J-28;2011;115.555;SFL;23.73;TW;5;0.659;LL;W_MED;8;3;Otolith Chemistry
6734;3614;GBYP;UNIB-AS-J-29;2011;114.6;SFL;21.47;TW;5;0.806;LL;W_MED;8;3;Otolith Chemistry
6735;3615;GBYP;UNIB-AS-J-30;2011;114.6;SFL;19.775;TW;3;0.513;LL;W_MED;8;3;Otolith Chemistry
6736;3616;GBYP;UNIB-AS-J-31;2011;118.42;SFL;24.86;TW;4;0.993946;LL;W_MED;8;3;Genetics
6737;3617;GBYP;UNIB-AS-J-32;2011;121.285;SFL;26.555;TW;5;0.573;LL;W_MED;8;3;Otolith Chemistry
6738;3618;GBYP;UNIB-AS-J-33;2011;108.87;SFL;22.6;TW;3;0.81;LL;W_MED;8;3;Otolith Chemistry
6739;3619;GBYP;UNIB-AS-J-34;2011;105.05;SFL;20.34;TW;3;0.065;LL;W_MED;8;3;Otolith Chemistry
6740;3620;GBYP;UNIB-AS-J-35;2011;116.51;SFL;24.295;TW;4;0.668;LL;W_MED;8;3;Otolith Chemistry
6741;3621;GBYP;UNIB-AS-J-36;2011;111.735;SFL;23.73;TW;4;0.97;LL;W_MED;8;3;Otolith Chemistry
6742;3622;GBYP;UNIB-AS-J-37;2011;111.735;SFL;24.86;TW;4;0.619;LL;W_MED;8;3;Otolith Chemistry
6743;3623;GBYP;UNIB-AS-J-38;2011;114.6;SFL;24.86;TW;4;0.132;LL;W_MED;9;3;Otolith Chemistry
6744;3624;GBYP;UNIB-AS-J-39;2011;124.15;SFL;24.86;TW;5;0.658;LL;W_MED;9;3;Otolith Chemistry
6745;3625;GBYP;UNIB-AS-J-40;2011;111.735;SFL;24.86;TW;3;0.389;LL;W_MED;9;3;Otolith Chemistry
6746;3626;GBYP;UNIB-AS-J-42;2011;110.78;SFL;25.425;TW;4;0.357;LL;W_MED;9;3;Otolith Chemistry
6747;3627;GBYP;UNIB-AS-J-43;2011;109.825;SFL;23.73;TW;3;0.768;LL;W_MED;9;3;Otolith Chemistry
6748;3628;GBYP;UNIB-AS-J-44;2011;120.33;SFL;25.425;TW;5;0.629;LL;W_MED;9;3;Otolith Chemistry
6749;3629;GBYP;UNIB-AS-J-45;2011;110.78;SFL;23.165;TW;3;0.832;LL;W_MED;9;3;Otolith Chemistry
6750;3630;GBYP;UNIB-AS-J-46;2011;116.51;SFL;25.99;TW;4;0.787;LL;W_MED;9;3;Otolith Chemistry
6751;3631;GBYP;UNIB-AS-J-47;2011;110.78;SFL;23.165;TW;3;0.906;LL;W_MED;9;3;Otolith Chemistry
6752;3632;GBYP;UNIB-AS-J-48;2011;118.42;SFL;25.99;TW;4;0.578;LL;W_MED;9;3;Otolith Chemistry
6753;3633;GBYP;UNIB-AS-J-49;2011;114.6;SFL;25.99;TW;4;0.97;LL;W_MED;9;3;Otolith Chemistry
6754;3634;GBYP;UNIB-AS-J-50;2011;109.825;SFL;24.295;TW;3;0.837;LL;W_MED;9;3;Otolith Chemistry
6755;3635;GBYP;UNIB-SI-J-2;2011;76;SFL;8.1;TW;NA;0.999634;;W_MED;10;4;Genetics
6756;3636;GBYP;UNIB-SI-J-3;2011;75;SFL;7.2;TW;NA;0.999969;;W_MED;10;4;Genetics
6757;3637;GBYP;UNIB-SI-J-4;2011;75;SFL;7.3;TW;NA;0.999827;;W_MED;10;4;Genetics
6758;3638;GBYP;UNIB-SI-J-5;2011;77;SFL;8;TW;NA;0.998261;;W_MED;10;4;Genetics
6759;3639;GBYP;UNIB-SI-J-6;2011;72;SFL;6.9;TW;NA;0.996325;;W_MED;10;4;Genetics
6760;3640;GBYP;UNIB-SI-J-7;2011;76;SFL;7.4;TW;NA;0.99993;;W_MED;10;4;Genetics
6761;3641;GBYP;UNIB-SI-J-8;2011;77;SFL;8.1;TW;NA;0.999393;;W_MED;10;4;Genetics
6762;3642;GBYP;UNIB-SI-J-9;2011;77;SFL;8.7;TW;NA;0.999699;;W_MED;10;4;Genetics
6763;3643;GBYP;UNIB-SI-J-12;2011;75;SFL;7.4;TW;NA;0.999813;;W_MED;10;4;Genetics
6764;3644;GBYP;UNIB-SI-J-13;2011;74;SFL;6.2;TW;NA;0.999993;;W_MED;10;4;Genetics
6765;3645;GBYP;UNIB-SI-J-14;2011;78;SFL;8.6;TW;NA;0.999928;;W_MED;10;4;Genetics
6766;3646;GBYP;UNIB-SI-J-15;2011;78;SFL;8.1;TW;NA;0.996519;;W_MED;10;4;Genetics
6767;3647;GBYP;UNIB-SI-J-16;2011;75;SFL;6;TW;NA;0.999452;;W_MED;10;4;Genetics
6768;3648;GBYP;UNIB-SI-J-17;2011;76;SFL;7.3;TW;NA;0.997935;;W_MED;10;4;Genetics
6769;3649;GBYP;UNIB-SI-J-18;2011;76;SFL;7.4;TW;NA;0.999977;;W_MED;10;4;Genetics
6770;3650;GBYP;UNIB-SI-J-19;2011;74;SFL;7.1;TW;NA;0.999561;;W_MED;10;4;Genetics
6771;3651;GBYP;UNIB-SI-J-20;2011;74;SFL;7.8;TW;NA;0.999719;;W_MED;10;4;Genetics
6772;3652;GBYP;UNIB-SI-J-21;2011;74;SFL;6.9;TW;NA;0.999898;;W_MED;10;4;Genetics
6773;3653;GBYP;UNIB-SI-J-22;2011;78;SFL;8;TW;NA;0.994427;;W_MED;10;4;Genetics
6774;3654;GBYP;UNIB-SI-J-23;2011;76;SFL;8.1;TW;NA;0.999276;;W_MED;10;4;Genetics
6775;3655;GBYP;UNIB-SI-J-24;2011;77;SFL;8.1;TW;NA;0.999996;;W_MED;10;4;Genetics
6776;3656;GBYP;UNIB-SI-J-26;2011;75;SFL;7.6;TW;NA;0.997699;;W_MED;10;4;Genetics
6777;3657;GBYP;UNIB-SI-J-27;2011;74;SFL;7.1;TW;NA;0.991511;;W_MED;10;4;Genetics
6778;3658;GBYP;UNIB-SI-J-28;2011;74;SFL;7.5;TW;NA;0.999481;;W_MED;10;4;Genetics
6779;3659;GBYP;UNIB-SI-J-29;2011;77;SFL;9;TW;NA;0.998668;;W_MED;10;4;Genetics
6780;3660;GBYP;UNIB-SI-J-30;2011;75;SFL;8.1;TW;NA;0.998975;;W_MED;10;4;Genetics
6781;3661;GBYP;UNIB-SI-J-31;2011;74;SFL;7.1;TW;NA;0.999898;;W_MED;10;4;Genetics
6782;3662;GBYP;UNIB-SI-J-32;2011;75;SFL;7.3;TW;NA;0.999927;;W_MED;10;4;Genetics
6783;3663;GBYP;UNIB-SI-J-33;2011;74;SFL;6.9;TW;NA;0.999978;;W_MED;10;4;Genetics
6784;3664;GBYP;UNIB-SI-J-34;2011;77;SFL;8;TW;NA;0.999759;;W_MED;10;4;Genetics
6785;3665;GBYP;UNIB-SI-J-35;2011;76;SFL;7.8;TW;NA;0.999929;;W_MED;10;4;Genetics
6786;3666;GBYP;UNIB-SI-J-36;2011;77;SFL;7.8;TW;NA;0.992863;;W_MED;10;4;Genetics
6787;3667;GBYP;UNIB-SI-J-38;2011;75;SFL;7.7;TW;NA;0.998801;;W_MED;10;4;Genetics
6788;3668;GBYP;UNIB-SI-J-39;2011;76;SFL;7.5;TW;NA;0.999961;;W_MED;10;4;Genetics
6789;3669;GBYP;UNIB-SI-J-40;2011;76;SFL;7.7;TW;1;0.996514;;W_MED;10;4;Genetics
6790;3670;GBYP;UNIB-SI-J-41;2011;70;SFL;6.2;TW;NA;0.999806;;W_MED;10;4;Genetics
6791;3671;GBYP;UNIC-SA-M-82;2011;135.13234;SFL;48.88521384;TW;NA;0.999994;TP;W_MED;6;2;Genetics
6792;3672;GBYP;UNIC-SA-M-83;2011;126.63463;SFL;40.61293059;TW;NA;0.999998;TP;W_MED;6;2;Genetics
6793;3673;GBYP;UNIC-SA-M-85;2011;149.29519;SFL;64.93968205;TW;NA;0.999994;TP;W_MED;6;2;Genetics
