"Year","Quarter","Area","Fleet","Catch"
1992,3,4,12,244.38151
1993,3,4,12,125.56969
1994,3,4,12,113.37747
1995,3,4,12,113.071907721897
1996,3,4,12,84.90662
1997,3,4,12,268.83218
1998,3,4,12,390.00998
1999,3,4,12,118.32128
2000,3,4,12,49.796
2001,3,4,12,60.33309
2002,3,4,12,82.86005
2003,3,4,12,62.15715
2004,3,4,12,20.77997
2005,3,4,12,8.02229
2006,3,4,12,28.26393
2007,3,4,12,23.76773
2008,3,4,12,27.51833
1950,4,4,12,622.668669630104
1951,4,4,12,552.840647553527
1952,4,4,12,836.293376798127
1953,4,4,12,1100.95667252411
1954,4,4,12,487.828715064477
1955,4,4,12,522.308257830991
1956,4,4,12,925.459634420825
1957,4,4,12,369.980515581216
1958,4,4,12,283.463283129744
1959,4,4,12,383.686494421981
1960,4,4,12,540.566479130676
1961,4,4,12,618.475259266092
1962,4,4,12,287.241574011413
1963,4,4,12,152.860361653393
1964,4,4,12,223.235426776617
1965,4,4,12,37.6773699652447
1966,4,4,12,77.4303373422069
1967,4,4,12,88.1566026105572
1968,4,4,12,23.8975139284694
1969,4,4,12,147.24780553364
1970,4,4,12,12.1123421839718
1971,4,4,12,0.00703592342955083
1972,4,4,12,34.1558902887545
1995,4,4,12,1.05075617147754
1996,4,4,12,4.05405
1997,4,4,12,15.24856
1998,4,4,12,32.4868
1999,4,4,12,0.14713
2002,4,4,12,10.5
2003,4,4,12,0.13468
2004,4,4,12,0.08806
2005,4,4,12,8.97152
2006,4,4,12,0.12252
2007,4,4,12,0.11273
2008,4,4,12,0.12166
1999,1,7,12,1
2000,1,7,12,0.0335
2004,1,7,12,1.1
2005,1,7,12,0.16
2000,2,7,12,0.0335
2001,2,7,12,0.6
2002,2,7,12,0.4
2003,2,7,12,0.08
1950,3,7,12,175.833
1951,3,7,12,410.634
1952,3,7,12,641.979
1953,3,7,12,70.02
1954,3,7,12,629.253
1955,3,7,12,61.344
1956,3,7,12,155.142
1957,3,7,12,384.246
1958,3,7,12,323.109
1959,3,7,12,432.531
1960,3,7,12,661.572
1961,3,7,12,600.687
1962,3,7,12,388.719
1963,3,7,12,843.3549
1964,3,7,12,587.7
1965,3,7,12,1266.3
1966,3,7,12,145.8
1967,3,7,12,187.3683
1968,3,7,12,14.769
1969,3,7,12,195.3
1970,3,7,12,252
1971,3,7,12,81
1972,3,7,12,111.6
1973,3,7,12,132.3
1974,3,7,12,16.2
1975,3,7,12,2.7
1976,3,7,12,2.7
1977,3,7,12,1.8
1978,3,7,12,0.9
1979,3,7,12,21.24
1981,3,7,12,2.7
1982,3,7,12,59.4
1983,3,7,12,33.3
1984,3,7,12,558.9
1985,3,7,12,271.8
1986,3,7,12,185.4
1987,3,7,12,334.8
1988,3,7,12,291.6
1989,3,7,12,530.883
1990,3,7,12,1429.4448
1991,3,7,12,842.4
1992,3,7,12,195.3
1993,3,7,12,71.1
1994,3,7,12,632.7
1995,3,7,12,115.2
1996,3,7,12,14.4
1997,3,7,12,57.6
1998,3,7,12,36
1999,3,7,12,27
2000,3,7,12,35.1335
2001,3,7,12,276.3
2008,3,7,12,2.7
1950,4,7,12,19.537
1951,4,7,12,45.626
1952,4,7,12,71.331
1953,4,7,12,7.78
1954,4,7,12,69.917
1955,4,7,12,6.816
1956,4,7,12,17.238
1957,4,7,12,42.694
1958,4,7,12,35.901
1959,4,7,12,48.059
1960,4,7,12,73.508
1961,4,7,12,66.743
1962,4,7,12,43.191
1963,4,7,12,93.7061
1964,4,7,12,65.3
1965,4,7,12,140.7
1966,4,7,12,16.2
1967,4,7,12,20.8187
1968,4,7,12,1.641
1969,4,7,12,21.7
1970,4,7,12,28
1971,4,7,12,9
1972,4,7,12,12.4
1973,4,7,12,14.7
1974,4,7,12,1.8
1975,4,7,12,0.3
1976,4,7,12,0.3
1977,4,7,12,0.2
1978,4,7,12,0.1
1979,4,7,12,2.36
1981,4,7,12,0.3
1982,4,7,12,6.6
1983,4,7,12,3.7
1984,4,7,12,62.1
1985,4,7,12,30.2
1986,4,7,12,20.6
1987,4,7,12,37.2
1988,4,7,12,32.4
1989,4,7,12,58.987
1990,4,7,12,158.8272
1991,4,7,12,93.6
1992,4,7,12,21.7
1993,4,7,12,7.9
1994,4,7,12,70.3
1995,4,7,12,12.8
1996,4,7,12,1.6
1997,4,7,12,6.4
1998,4,7,12,4
1999,4,7,12,3
2000,4,7,12,3.9335
2001,4,7,12,30.7
2008,4,7,12,0.3
2009,2,4,13,3137.32947
2010,2,4,13,2259.063
2011,2,4,13,1979.92
2012,2,4,13,2123.52753
2013,2,4,13,2434.299
2014,2,4,13,2145.70098
2015,2,4,13,1874.96666
2016,2,4,13,2362.80296
2009,3,4,13,27.02853
2010,3,4,13,33.41
2011,3,4,13,92.817
2012,3,4,13,111.1107
2013,3,4,13,98.847
2014,3,4,13,23.05496
2015,3,4,13,695.43637
2016,3,4,13,258.49316
2011,4,4,13,64.09
2012,4,4,13,76.72177
2013,4,4,13,30.491
2014,4,4,13,207.17866
2015,4,4,13,334.90647
2016,4,4,13,94.62248
